Bevoelkerung nach Geburtslaendern, Staatsangehoerigkeit und Migrationshintergrund, 2012-2022 | population by place of birth, citizenship and migrational background by LAU2, 2012-2022;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;LAU2_CODE;LAU2_NAME;POP_TOTAL;BORN_AUT;BORN_FOR;NATIONALITY_AUT;NATIONALITY_FOR;MIG_BACKGROUND;YEAR
AT1;AT12;AT125;31613;Gnadendorf;1144;1102;42;1118;26;46;2012
AT1;AT12;AT126;31614;Großebersdorf;2263;2070;193;2124;139;204;2012
AT1;AT12;AT126;31615;Großengersdorf;1482;1352;130;1354;128;164;2012
AT1;AT12;AT125;31616;Großharras;1144;1102;42;1123;21;44;2012
AT1;AT12;AT125;31617;Großkrut;1558;1506;52;1530;28;54;2012
AT1;AT12;AT125;31620;Hausbrunn;831;778;53;786;45;63;2012
AT1;AT12;AT125;31621;Herrnbaumgarten;958;901;57;923;35;59;2012
AT1;AT12;AT126;31622;Hochleithen;1143;1070;73;1094;49;77;2012
AT1;AT12;AT126;31627;Kreuttal;1414;1315;99;1367;47;105;2012
AT1;AT12;AT126;31628;Kreuzstetten;1519;1425;94;1478;41;101;2012
AT1;AT12;AT125;31629;Laa an der Thaya;6182;5793;389;5948;234;427;2012
AT1;AT12;AT125;31630;Ladendorf;2212;2080;132;2144;68;139;2012
AT1;AT12;AT125;31633;Mistelbach;10967;9987;980;10273;694;1114;2012
AT1;AT12;AT125;31634;Neudorf im Weinviertel;1412;1373;39;1389;23;41;2012
AT1;AT12;AT125;31636;Niederleis;833;811;22;827;6;24;2012
AT1;AT12;AT126;31642;Pillichsdorf;1120;1055;65;1075;45;68;2012
AT1;AT12;AT125;31644;Poysdorf;5507;5073;434;5171;336;500;2012
AT1;AT12;AT125;31645;Rabensburg;1115;1026;89;1074;41;94;2012
AT1;AT12;AT125;31646;Schrattenberg;838;795;43;817;21;43;2012
AT1;AT12;AT125;31649;Staatz;1994;1928;66;1951;43;70;2012
AT1;AT12;AT125;31650;Stronsdorf;1641;1584;57;1598;43;65;2012
AT1;AT12;AT126;31651;Ulrichskirchen-Schleinbach;2592;2373;219;2434;158;245;2012
AT1;AT12;AT125;31652;Unterstinkenbrunn;564;548;16;558;6;16;2012
AT1;AT12;AT125;31653;Wildendürnbach;1575;1500;75;1518;57;82;2012
AT1;AT12;AT125;31654;Wilfersdorf;2120;1962;158;2025;95;173;2012
AT1;AT12;AT126;31655;Wolkersdorf im Weinviertel;6733;6047;686;6176;557;781;2012
AT1;AT12;AT125;31658;Ottenthal;590;558;32;577;13;35;2012
AT1;AT12;AT127;31701;Achau;1211;1084;127;1145;66;133;2012
AT1;AT12;AT127;31702;Biedermannsdorf;2853;2489;364;2625;228;398;2012
AT1;AT12;AT127;31703;Breitenfurt bei Wien;5850;5200;650;5484;366;707;2012
AT1;AT12;AT127;31704;Brunn am Gebirge;11319;9547;1772;10170;1149;1933;2012
AT1;AT12;AT127;31706;Gaaden;1617;1445;172;1512;105;187;2012
AT1;AT12;AT127;31707;Gießhübl;2161;1871;290;1974;187;306;2012
AT1;AT12;AT127;31709;Gumpoldskirchen;3629;3215;414;3344;285;458;2012
AT1;AT12;AT127;31710;Guntramsdorf;8923;7499;1424;7884;1039;1608;2012
AT1;AT12;AT127;31711;Hennersdorf;1449;1322;127;1393;56;133;2012
AT1;AT12;AT127;31712;Hinterbrühl;4033;3383;650;3598;435;718;2012
AT1;AT12;AT127;31713;Kaltenleutgeben;3337;2882;455;3080;257;486;2012
AT1;AT12;AT127;31714;Laab im Walde;1138;998;140;1063;75;152;2012
AT1;AT12;AT127;31715;Laxenburg;2798;2287;511;2482;316;552;2012
AT1;AT12;AT127;31716;Maria Enzersdorf;8615;7113;1502;7711;904;1607;2012
AT1;AT12;AT127;31717;Mödling;20434;16439;3995;17731;2703;4364;2012
AT1;AT12;AT127;31718;Münchendorf;2626;2366;260;2467;159;291;2012
AT1;AT12;AT127;31719;Perchtoldsdorf;14566;12842;1724;13533;1033;1844;2012
AT1;AT12;AT127;31723;Vösendorf;6282;5257;1025;5660;622;1126;2012
AT1;AT12;AT127;31725;Wiener Neudorf;8799;7360;1439;8056;743;1534;2012
AT1;AT12;AT127;31726;Wienerwald;2499;2272;227;2367;132;251;2012
AT1;AT12;AT122;31801;Altendorf;309;292;17;296;13;19;2012
AT1;AT12;AT122;31802;Aspang-Markt;1815;1737;78;1782;33;79;2012
AT1;AT12;AT122;31803;Aspangberg-St. Peter;1891;1853;38;1866;25;40;2012
AT1;AT12;AT122;31804;Breitenau;1414;1322;92;1351;63;105;2012
AT1;AT12;AT122;31805;Breitenstein;331;306;25;318;13;25;2012
AT1;AT12;AT122;31806;Buchbach;349;335;14;341;8;17;2012
AT1;AT12;AT122;31807;Edlitz;894;866;28;873;21;31;2012
AT1;AT12;AT122;31808;Enzenreith;1885;1747;138;1818;67;153;2012
AT1;AT12;AT122;31809;Feistritz am Wechsel;1053;1022;31;1035;18;33;2012
AT1;AT12;AT122;31810;Gloggnitz;6017;5281;736;5502;515;833;2012
AT1;AT12;AT122;31811;Grafenbach-St.Valentin;2253;2005;248;2068;185;277;2012
AT1;AT12;AT122;31812;Grimmenstein;1321;1220;101;1259;62;101;2012
AT1;AT12;AT122;31813;Grünbach am Schneeberg;1625;1460;165;1512;113;182;2012
AT1;AT12;AT122;31814;Kirchberg am Wechsel;2357;2241;116;2269;88;118;2012
AT1;AT12;AT122;31815;Mönichkirchen;583;571;12;581;2;12;2012
AT1;AT12;AT122;31817;Natschbach-Loipersbach;1740;1592;148;1649;91;160;2012
AT1;AT12;AT122;31818;Neunkirchen;12226;9846;2380;10726;1500;2681;2012
AT1;AT12;AT122;31820;Otterthal;584;557;27;569;15;29;2012
AT1;AT12;AT122;31821;Payerbach;2138;1955;183;2042;96;190;2012
AT1;AT12;AT122;31823;Pitten;2472;2267;205;2359;113;217;2012
AT1;AT12;AT122;31825;Prigglitz;476;444;32;453;23;32;2012
AT1;AT12;AT122;31826;Puchberg am Schneeberg;2653;2504;149;2552;101;156;2012
AT1;AT12;AT122;31827;Raach am Hochgebirge;291;280;11;285;6;11;2012
AT1;AT12;AT122;31829;Reichenau an der Rax;2693;2395;298;2487;206;315;2012
AT1;AT12;AT122;31830;St. Corona am Wechsel;382;369;13;375;7;14;2012
AT1;AT12;AT122;31831;St. Egyden am Steinfeld;1902;1767;135;1832;70;143;2012
AT1;AT12;AT122;31832;Scheiblingkirchen-Thernberg;1901;1818;83;1845;56;84;2012
AT1;AT12;AT122;31833;Schottwien;713;633;80;655;58;88;2012
AT1;AT12;AT122;31834;Schrattenbach;373;349;24;352;21;26;2012
AT1;AT12;AT122;31835;Schwarzau am Steinfeld;1899;1734;165;1790;109;173;2012
AT1;AT12;AT122;31836;Schwarzau im Gebirge;703;630;73;642;61;80;2012
AT1;AT12;AT122;31837;Seebenstein;1314;1240;74;1271;43;76;2012
AT1;AT12;AT122;31838;Semmering;549;471;78;500;49;79;2012
AT1;AT12;AT122;31839;Ternitz;14817;12977;1840;13581;1236;2095;2012
AT1;AT12;AT122;31840;Thomasberg;1217;1183;34;1202;15;34;2012
AT1;AT12;AT122;31841;Trattenbach;541;520;21;524;17;23;2012
AT1;AT12;AT122;31842;Bürg-Vöstenhof;177;165;12;171;6;12;2012
AT1;AT12;AT122;31843;Warth;1521;1481;40;1494;27;42;2012
AT1;AT12;AT122;31844;Wartmannstetten;1597;1540;57;1573;24;57;2012
AT1;AT12;AT122;31845;Willendorf;910;840;70;863;47;74;2012
AT1;AT12;AT122;31846;Wimpassing im Schwarzatale;1701;1348;353;1478;223;398;2012
AT1;AT12;AT122;31847;Würflach;1559;1496;63;1528;31;69;2012
AT1;AT12;AT122;31848;Zöbern;1440;1422;18;1424;16;19;2012
AT1;AT12;AT122;31849;Höflein an der Hohen Wand;863;820;43;837;26;45;2012
AT1;AT12;AT123;31901;Altlengbach;2726;2487;239;2582;144;257;2012
AT1;AT12;AT123;31902;Asperhofen;2097;1925;172;1979;118;181;2012
AT1;AT12;AT123;31903;Böheimkirchen;4899;4508;391;4614;285;438;2012
AT1;AT12;AT123;31904;Brand-Laaben;1212;1137;75;1159;53;79;2012
AT1;AT12;AT123;31905;Eichgraben;4357;3784;573;3974;383;627;2012
AT1;AT12;AT123;31906;Frankenfels;2040;1972;68;1977;63;73;2012
AT1;AT12;AT123;31907;Gerersdorf;916;868;48;894;22;50;2012
AT1;AT12;AT123;31909;Hofstetten-Grünau;2594;2516;78;2526;68;93;2012
AT1;AT12;AT123;31910;Hafnerbach;1551;1490;61;1501;50;69;2012
AT1;AT12;AT123;31911;Haunoldstein;1038;982;56;993;45;64;2012
AT1;AT12;AT123;31912;Herzogenburg;7815;6884;931;7122;693;1109;2012
AT1;AT12;AT123;31913;Inzersdorf-Getzersdorf;1456;1382;74;1411;45;77;2012
AT1;AT12;AT123;31915;Kapelln;1395;1316;79;1337;58;82;2012
AT1;AT12;AT123;31916;Karlstetten;2072;1993;79;2027;45;86;2012
AT1;AT12;AT123;31917;Kasten bei Böheimkirchen;1328;1283;45;1292;36;53;2012
AT1;AT12;AT123;31918;Kirchberg an der Pielach;3125;3041;84;3067;58;90;2012
AT1;AT12;AT123;31919;Kirchstetten;2040;1901;139;1952;88;156;2012
AT1;AT12;AT123;31920;Loich;608;587;21;590;18;22;2012
AT1;AT12;AT123;31921;Maria Anzbach;2790;2525;265;2618;172;292;2012
AT1;AT12;AT123;31922;Markersdorf-Haindorf;1953;1849;104;1895;58;112;2012
AT1;AT12;AT123;31923;Michelbach;873;844;29;849;24;32;2012
AT1;AT12;AT123;31925;Neidling;1486;1439;47;1447;39;51;2012
AT1;AT12;AT123;31926;Neulengbach;7850;7063;787;7302;548;875;2012
AT1;AT12;AT123;31927;Neustift-Innermanzing;1487;1368;119;1411;76;126;2012
AT1;AT12;AT123;31928;Nußdorf ob der Traisen;1676;1605;71;1642;34;74;2012
AT1;AT12;AT123;31929;Ober-Grafendorf;4582;4198;384;4256;326;454;2012
AT1;AT12;AT123;31930;Obritzberg-Rust;2277;2191;86;2211;66;95;2012
AT1;AT12;AT123;31932;Prinzersdorf;1594;1457;137;1497;97;147;2012
AT1;AT12;AT123;31934;Pyhra;3402;3206;196;3275;127;213;2012
AT1;AT12;AT123;31935;Rabenstein an der Pielach;2403;2298;105;2334;69;116;2012
AT1;AT12;AT123;31938;St. Margarethen an der Sierning;994;952;42;969;25;47;2012
AT1;AT12;AT123;31939;Schwarzenbach an der Pielach;390;383;7;385;5;7;2012
AT1;AT12;AT123;31940;Statzendorf;1365;1257;108;1281;84;124;2012
AT1;AT12;AT123;31941;Stössing;771;709;62;711;60;73;2012
AT1;AT12;AT123;31943;Traismauer;5910;5278;632;5440;470;718;2012
AT1;AT12;AT123;31945;Weinburg;1293;1256;37;1279;14;37;2012
AT1;AT12;AT123;31946;Perschling;1314;1244;70;1244;70;85;2012
AT1;AT12;AT123;31947;Wilhelmsburg;6463;5750;713;5876;587;849;2012
AT1;AT12;AT123;31948;Wölbling;2437;2292;145;2316;121;164;2012
AT1;AT12;AT121;32001;Gaming;3244;3007;237;3067;177;263;2012
AT1;AT12;AT121;32002;Göstling an der Ybbs;2077;2027;50;2047;30;57;2012
AT1;AT12;AT121;32003;Gresten;1965;1846;119;1881;84;130;2012
AT1;AT12;AT121;32004;Gresten-Land;1535;1501;34;1513;22;37;2012
AT1;AT12;AT121;32005;Lunz am See;1839;1801;38;1819;20;40;2012
AT1;AT12;AT121;32006;Oberndorf an der Melk;2966;2930;36;2942;24;37;2012
AT1;AT12;AT121;32007;Puchenstuben;310;274;36;276;34;36;2012
AT1;AT12;AT121;32008;Purgstall an der Erlauf;5356;5169;187;5231;125;199;2012
AT1;AT12;AT121;32009;Randegg;1914;1891;23;1901;13;24;2012
AT1;AT12;AT121;32010;Reinsberg;1007;1000;7;1001;6;7;2012
AT1;AT12;AT121;32011;St. Anton an der Jeßnitz;1228;1201;27;1214;14;27;2012
AT1;AT12;AT121;32012;St. Georgen an der Leys;1325;1312;13;1315;10;14;2012
AT1;AT12;AT121;32013;Scheibbs;4199;3982;217;4072;127;234;2012
AT1;AT12;AT121;32014;Steinakirchen am Forst;2250;2220;30;2236;14;30;2012
AT1;AT12;AT121;32015;Wang;1330;1316;14;1321;9;16;2012
AT1;AT12;AT121;32016;Wieselburg;3721;3309;412;3434;287;462;2012
AT1;AT12;AT121;32017;Wieselburg-Land;3243;3151;92;3195;48;97;2012
AT1;AT12;AT121;32018;Wolfpassing;1476;1457;19;1468;8;20;2012
AT1;AT12;AT126;32101;Absdorf;1808;1625;183;1663;145;203;2012
AT1;AT12;AT126;32104;Atzenbrugg;2647;2436;211;2510;137;235;2012
AT1;AT12;AT126;32106;Fels am Wagram;2088;1949;139;1950;138;172;2012
AT1;AT12;AT126;32107;Grafenwörth;3017;2846;171;2916;101;182;2012
AT1;AT12;AT126;32109;Großriedenthal;935;912;23;917;18;24;2012
AT1;AT12;AT126;32110;Großweikersdorf;3038;2877;161;2934;104;177;2012
AT1;AT12;AT126;32112;Judenau-Baumgarten;2160;1908;252;1952;208;283;2012
AT1;AT12;AT126;32114;Kirchberg am Wagram;3507;3295;212;3324;183;255;2012
AT1;AT12;AT126;32115;Königsbrunn am Wagram;1337;1254;83;1270;67;92;2012
AT1;AT12;AT126;32116;Königstetten;1993;1832;161;1895;98;175;2012
AT1;AT12;AT126;32119;Langenrohr;2307;2115;192;2111;196;241;2012
AT1;AT12;AT126;32120;Michelhausen;2623;2418;205;2468;155;224;2012
AT1;AT12;AT126;32131;Sieghartskirchen;7152;6295;857;6459;693;967;2012
AT1;AT12;AT126;32132;Sitzenberg-Reidling;2028;1907;121;1942;86;136;2012
AT1;AT12;AT126;32134;Tulbing;2880;2634;246;2755;125;259;2012
AT1;AT12;AT126;32135;Tulln an der Donau;15186;12863;2323;13310;1876;2693;2012
AT1;AT12;AT126;32139;Würmla;1272;1193;79;1209;63;91;2012
AT1;AT12;AT126;32140;Zeiselmauer-Wolfpassing;2255;2032;223;2118;137;244;2012
AT1;AT12;AT126;32141;Zwentendorf an der Donau;3951;3499;452;3546;405;534;2012
AT1;AT12;AT126;32142;St. Andrä-Wördern;7552;6653;899;6930;622;982;2012
AT1;AT12;AT126;32143;Muckendorf-Wipfing;1322;1195;127;1238;84;139;2012
AT1;AT12;AT124;32202;Dietmanns;1092;1062;30;1082;10;32;2012
AT1;AT12;AT124;32203;Dobersberg;1686;1631;55;1660;26;59;2012
AT1;AT12;AT124;32206;Gastern;1284;1263;21;1277;7;21;2012
AT1;AT12;AT124;32207;Groß-Siegharts;2788;2691;97;2729;59;106;2012
AT1;AT12;AT124;32209;Karlstein an der Thaya;1505;1441;64;1470;35;65;2012
AT1;AT12;AT124;32210;Kautzen;1182;1139;43;1164;18;46;2012
AT1;AT12;AT124;32212;Ludweis-Aigen;988;964;24;973;15;28;2012
AT1;AT12;AT124;32214;Pfaffenschlag bei Waidhofen an der Thaya;943;933;10;938;5;10;2012
AT1;AT12;AT124;32216;Raabs an der Thaya;2771;2638;133;2702;69;134;2012
AT1;AT12;AT124;32217;Thaya;1414;1377;37;1400;14;38;2012
AT1;AT12;AT124;32219;Vitis;2639;2586;53;2618;21;54;2012
AT1;AT12;AT124;32220;Waidhofen an der Thaya;5653;5434;219;5547;106;236;2012
AT1;AT12;AT124;32221;Waidhofen an der Thaya-Land;1199;1186;13;1195;4;15;2012
AT1;AT12;AT124;32222;Waldkirchen an der Thaya;566;542;24;558;8;24;2012
AT1;AT12;AT124;32223;Windigsteig;998;974;24;987;11;24;2012
AT1;AT12;AT122;32301;Bad Fischau-Brunn;2999;2745;254;2847;152;277;2012
AT1;AT12;AT122;32302;Bad Schönau;751;705;46;717;34;48;2012
AT1;AT12;AT122;32304;Ebenfurth;2858;2286;572;2438;420;650;2012
AT1;AT12;AT122;32305;Eggendorf;4503;3720;783;4034;469;888;2012
AT1;AT12;AT122;32306;Bad Erlach;2818;2574;244;2680;138;260;2012
AT1;AT12;AT122;32307;Felixdorf;4241;3505;736;3780;461;829;2012
AT1;AT12;AT122;32308;Gutenstein;1289;1178;111;1200;89;124;2012
AT1;AT12;AT122;32309;Hochneukirchen-Gschaidt;1683;1663;20;1668;15;21;2012
AT1;AT12;AT122;32310;Hochwolkersdorf;1004;975;29;983;21;31;2012
AT1;AT12;AT122;32311;Hohe Wand;1421;1341;80;1358;63;88;2012
AT1;AT12;AT122;32312;Hollenthon;1032;1004;28;1011;21;29;2012
AT1;AT12;AT122;32313;Katzelsdorf;3179;2944;235;3035;144;255;2012
AT1;AT12;AT122;32314;Kirchschlag in der Buckligen Welt;2912;2762;150;2809;103;166;2012
AT1;AT12;AT122;32315;Krumbach;2248;2148;100;2177;71;103;2012
AT1;AT12;AT122;32316;Lanzenkirchen;3819;3502;317;3611;208;344;2012
AT1;AT12;AT122;32317;Lichtenegg;1070;1052;18;1058;12;22;2012
AT1;AT12;AT122;32318;Lichtenwörth;2949;2635;314;2693;256;374;2012
AT1;AT12;AT122;32319;Markt Piesting;2917;2484;433;2617;300;467;2012
AT1;AT12;AT122;32320;Matzendorf-Hölles;1905;1747;158;1828;77;168;2012
AT1;AT12;AT122;32321;Miesenbach;686;643;43;659;27;43;2012
AT1;AT12;AT122;32322;Muggendorf;512;477;35;476;36;46;2012
AT1;AT12;AT122;32323;Pernitz;2527;2209;318;2314;213;355;2012
AT1;AT12;AT122;32324;Rohr im Gebirge;483;459;24;467;16;24;2012
AT1;AT12;AT122;32325;Bromberg;1214;1180;34;1192;22;34;2012
AT1;AT12;AT122;32326;Schwarzenbach;1002;974;28;980;22;31;2012
AT1;AT12;AT122;32327;Sollenau;4743;4007;736;4283;460;843;2012
AT1;AT12;AT122;32330;Theresienfeld;2947;2411;536;2602;345;599;2012
AT1;AT12;AT122;32331;Waidmannsfeld;1611;1486;125;1511;100;147;2012
AT1;AT12;AT122;32332;Waldegg;1990;1697;293;1735;255;356;2012
AT1;AT12;AT122;32333;Walpersbach;1065;1022;43;1036;29;50;2012
AT1;AT12;AT122;32334;Weikersdorf am Steinfelde;1080;1014;66;1040;40;73;2012
AT1;AT12;AT122;32335;Wiesmath;1532;1508;24;1519;13;25;2012
AT1;AT12;AT122;32336;Winzendorf-Muthmannsdorf;1859;1639;220;1701;158;234;2012
AT1;AT12;AT122;32337;Wöllersdorf-Steinabrückl;4175;3635;540;3839;336;593;2012
AT1;AT12;AT122;32338;Zillingdorf;2016;1855;161;1886;130;190;2012
AT1;AT12;AT127;32401;Ebergassing;3868;3051;817;3235;633;930;2012
AT1;AT12;AT127;32402;Fischamend;4822;4033;789;4272;550;860;2012
AT1;AT12;AT126;32403;Gablitz;4651;4016;635;4278;373;689;2012
AT1;AT12;AT126;32404;Gerasdorf bei Wien;10280;9049;1231;9594;686;1312;2012
AT1;AT12;AT127;32405;Gramatneusiedl;2948;2474;474;2569;379;556;2012
AT1;AT12;AT127;32406;Himberg;6757;5934;823;6218;539;915;2012
AT1;AT12;AT127;32407;Klein-Neusiedl;803;712;91;750;53;98;2012
AT1;AT12;AT126;32408;Klosterneuburg;25835;21934;3901;23323;2512;4202;2012
AT1;AT12;AT127;32409;Lanzendorf;1667;1438;229;1511;156;248;2012
AT1;AT12;AT127;32410;Leopoldsdorf;4776;4200;576;4453;323;630;2012
AT1;AT12;AT127;32411;Maria-Lanzendorf;2074;1777;297;1858;216;332;2012
AT1;AT12;AT126;32412;Mauerbach;3643;3202;441;3397;246;486;2012
AT1;AT12;AT127;32413;Moosbrunn;1627;1464;163;1519;108;183;2012
AT1;AT12;AT126;32415;Pressbaum;7075;6113;962;6369;706;1059;2012
AT1;AT12;AT126;32416;Purkersdorf;9271;7921;1350;8372;899;1488;2012
AT1;AT12;AT127;32417;Rauchenwarth;656;587;69;599;57;71;2012
AT1;AT12;AT127;32418;Schwadorf;1906;1614;292;1692;214;344;2012
AT1;AT12;AT127;32419;Schwechat;16546;13334;3212;14067;2479;3627;2012
AT1;AT12;AT126;32421;Tullnerbach;2708;2379;329;2500;208;356;2012
AT1;AT12;AT126;32423;Wolfsgraben;1610;1476;134;1523;87;145;2012
AT1;AT12;AT127;32424;Zwölfaxing;1579;1385;194;1442;137;214;2012
AT1;AT12;AT124;32501;Allentsteig;1990;1925;65;1953;37;69;2012
AT1;AT12;AT124;32502;Arbesbach;1713;1705;8;1706;7;10;2012
AT1;AT12;AT124;32503;Bärnkopf;350;348;2;348;2;2;2012
AT1;AT12;AT124;32504;Echsenbach;1194;1175;19;1183;11;20;2012
AT1;AT12;AT124;32505;Göpfritz an der Wild;1832;1790;42;1814;18;43;2012
AT1;AT12;AT124;32506;Grafenschlag;890;865;25;869;21;26;2012
AT1;AT12;AT124;32508;Groß Gerungs;4610;4548;62;4576;34;65;2012
AT1;AT12;AT124;32509;Großgöttfritz;1416;1396;20;1402;14;20;2012
AT1;AT12;AT124;32511;Gutenbrunn;564;543;21;546;18;22;2012
AT1;AT12;AT124;32514;Kirchschlag;670;662;8;665;5;10;2012
AT1;AT12;AT124;32515;Kottes-Purk;1536;1515;21;1521;15;23;2012
AT1;AT12;AT124;32516;Langschlag;1801;1759;42;1777;24;44;2012
AT1;AT12;AT124;32517;Martinsberg;1151;1111;40;1115;36;48;2012
AT1;AT12;AT124;32518;Ottenschlag;988;958;30;968;20;34;2012
AT1;AT12;AT124;32519;Altmelon;869;866;3;866;3;3;2012
AT1;AT12;AT124;32520;Pölla;974;943;31;955;19;32;2012
AT1;AT12;AT124;32521;Rappottenstein;1737;1714;23;1720;17;28;2012
AT1;AT12;AT124;32522;Sallingberg;1372;1315;57;1328;44;60;2012
AT1;AT12;AT124;32523;Schönbach;855;843;12;844;11;14;2012
AT1;AT12;AT124;32524;Schwarzenau;1549;1508;41;1519;30;47;2012
AT1;AT12;AT124;32525;Schweiggers;1994;1947;47;1957;37;53;2012
AT1;AT12;AT124;32528;Bad Traunstein;1070;1049;21;1051;19;22;2012
AT1;AT12;AT124;32529;Waldhausen;1270;1238;32;1248;22;33;2012
AT1;AT12;AT124;32530;Zwettl-Niederösterreich;11248;10950;298;11066;182;313;2012
AT1;AT12;AT124;30101;Krems an der Donau;23947;20596;3351;21432;2515;3706;2013
AT1;AT12;AT123;30201;St. Pölten;51926;43151;8775;45248;6678;10064;2013
AT1;AT12;AT121;30301;Waidhofen an der Ybbs;11425;10608;817;10823;602;910;2013
AT1;AT12;AT122;30401;Wiener Neustadt;41701;33502;8199;36322;5379;9111;2013
AT1;AT12;AT121;30501;Allhartsberg;2038;1988;50;2012;26;52;2013
AT1;AT12;AT121;30502;Amstetten;22880;20051;2829;20677;2203;3205;2013
AT1;AT12;AT121;30503;Ardagger;3370;3250;120;3287;83;128;2013
AT1;AT12;AT121;30504;Aschbach-Markt;3673;3400;273;3437;236;318;2013
AT1;AT12;AT121;30506;Behamberg;3239;3082;157;3119;120;176;2013
AT1;AT12;AT121;30507;Biberbach;2194;2133;61;2154;40;62;2013
AT1;AT12;AT121;30508;Ennsdorf;2934;2517;417;2667;267;448;2013
AT1;AT12;AT121;30509;Ernsthofen;2179;2092;87;2128;51;93;2013
AT1;AT12;AT121;30510;Ertl;1293;1257;36;1268;25;37;2013
AT1;AT12;AT121;30511;Euratsfeld;2545;2507;38;2513;32;46;2013
AT1;AT12;AT121;30512;Ferschnitz;1683;1661;22;1672;11;23;2013
AT1;AT12;AT121;30514;Haag;5444;5204;240;5269;175;273;2013
AT1;AT12;AT121;30515;Haidershofen;3562;3418;144;3444;118;166;2013
AT1;AT12;AT121;30516;Hollenstein an der Ybbs;1701;1623;78;1652;49;83;2013
AT1;AT12;AT121;30517;Kematen an der Ybbs;2539;2259;280;2331;208;322;2013
AT1;AT12;AT121;30520;Neuhofen an der Ybbs;2861;2775;86;2785;76;98;2013
AT1;AT12;AT121;30521;Neustadtl an der Donau;2094;2057;37;2067;27;38;2013
AT1;AT12;AT121;30522;Oed-Oehling;1770;1685;85;1700;70;98;2013
AT1;AT12;AT121;30524;Opponitz;965;889;76;894;71;79;2013
AT1;AT12;AT121;30526;St. Georgen am Reith;576;563;13;566;10;14;2013
AT1;AT12;AT121;30527;St. Georgen am Ybbsfelde;2787;2610;177;2648;139;195;2013
AT1;AT12;AT121;30529;St. Pantaleon-Erla;2524;2405;119;2439;85;132;2013
AT1;AT12;AT121;30530;St. Peter in der Au;5033;4844;189;4909;124;204;2013
AT1;AT12;AT121;30531;St. Valentin;9151;8453;698;8678;473;779;2013
AT1;AT12;AT121;30532;Seitenstetten;3295;3146;149;3175;120;168;2013
AT1;AT12;AT121;30533;Sonntagberg;3782;3555;227;3595;187;260;2013
AT1;AT12;AT121;30534;Strengberg;1992;1916;76;1925;67;85;2013
AT1;AT12;AT121;30536;Viehdorf;1322;1247;75;1270;52;75;2013
AT1;AT12;AT121;30538;Wallsee-Sindelburg;2170;2076;94;2099;71;102;2013
AT1;AT12;AT121;30539;Weistrach;2186;2150;36;2161;25;37;2013
AT1;AT12;AT121;30541;Winklarn;1520;1446;74;1469;51;80;2013
AT1;AT12;AT121;30542;Wolfsbach;1859;1810;49;1822;37;53;2013
AT1;AT12;AT121;30543;Ybbsitz;3593;3495;98;3530;63;105;2013
AT1;AT12;AT121;30544;Zeillern;1774;1742;32;1751;23;35;2013
AT1;AT12;AT127;30601;Alland;2490;2159;331;2249;241;370;2013
AT1;AT12;AT122;30602;Altenmarkt an der Triesting;2154;1806;348;1830;324;373;2013
AT1;AT12;AT127;30603;Bad Vöslau;11331;9237;2094;9815;1516;2389;2013
AT1;AT12;AT127;30604;Baden;25224;19695;5529;21683;3541;6017;2013
AT1;AT12;AT122;30605;Berndorf;8908;7236;1672;7641;1267;1946;2013
AT1;AT12;AT127;30607;Ebreichsdorf;10043;8428;1615;8999;1044;1792;2013
AT1;AT12;AT122;30608;Enzesfeld-Lindabrunn;4174;3708;466;3796;378;555;2013
AT1;AT12;AT122;30609;Furth an der Triesting;820;783;37;799;21;40;2013
AT1;AT12;AT127;30612;Günselsdorf;1746;1417;329;1543;203;364;2013
AT1;AT12;AT127;30613;Heiligenkreuz;1541;1259;282;1308;233;304;2013
AT1;AT12;AT122;30614;Hernstein;1499;1402;97;1426;73;102;2013
AT1;AT12;AT122;30615;Hirtenberg;2600;1868;732;2070;530;802;2013
AT1;AT12;AT127;30616;Klausen-Leopoldsdorf;1621;1484;137;1515;106;155;2013
AT1;AT12;AT127;30618;Kottingbrunn;7417;6196;1221;6699;718;1335;2013
AT1;AT12;AT127;30620;Leobersdorf;4749;3826;923;4138;611;1018;2013
AT1;AT12;AT127;30621;Mitterndorf an der Fischa;2183;1858;325;1964;219;362;2013
AT1;AT12;AT127;30623;Oberwaltersdorf;4100;3500;600;3723;377;651;2013
AT1;AT12;AT127;30625;Pfaffstätten;3483;2985;498;3162;321;545;2013
AT1;AT12;AT127;30626;Pottendorf;6409;5577;832;5854;555;937;2013
AT1;AT12;AT122;30627;Pottenstein;2981;2533;448;2641;340;533;2013
AT1;AT12;AT127;30629;Reisenberg;1595;1380;215;1444;151;232;2013
AT1;AT12;AT127;30631;Schönau an der Triesting;2112;1802;310;1933;179;343;2013
AT1;AT12;AT127;30633;Seibersdorf;1416;1323;93;1363;53;98;2013
AT1;AT12;AT127;30635;Sooß;1094;907;187;952;142;203;2013
AT1;AT12;AT127;30636;Tattendorf;1330;1133;197;1189;141;205;2013
AT1;AT12;AT127;30637;Teesdorf;1747;1496;251;1600;147;279;2013
AT1;AT12;AT127;30639;Traiskirchen;17737;14037;3700;15157;2580;4075;2013
AT1;AT12;AT127;30641;Trumau;3475;2871;604;3004;471;675;2013
AT1;AT12;AT122;30645;Weissenbach an der Triesting;1734;1520;214;1561;173;246;2013
